koen,vaegt,hoejde,alder,ryger
Mand,75,179,26,Ryger
Mand,80,185,35,Ryger
Mand,74,180,55,Ryger
Mand,81,180,23,Ryger ikke
NA,NA,NA,NA,Ryger ikke
Mand,67,173,63,Ryger
Mand,72,169,70,Ryger ikke
Kvinde,69,174,53,Ryger
Kvinde,75,160,78,Ryger ikke
Mand,89,185,39,Ryger ikke
Mand,70,173,77,Ryger ikke
Kvinde,65,165,44,Ryger ikke
Kvinde,63,174,25,Ryger ikke
Mand,73,183,26,Ryger ikke
Mand,73,188,28,Ryger ikke
Mand,99,196,53,Ryger ikke
Mand,70,174,37,Ryger
Mand,82,180,49,Ryger ikke
Kvinde,67,169,29,Ryger ikke
Kvinde,75,172,47,Ryger
Kvinde,69,167,72,Ryger
Kvinde,60,167,87,Ryger
Mand,90,182,73,Ryger ikke
Mand,75,188,29,Ryger ikke
Mand,92,173,22,Ryger
Mand,85,185,63,Ryger ikke
Kvinde,55,160,50,Ryger
Kvinde,65,158,39,Ryger
Kvinde,51,158,76,Ryger
Kvinde,63,150,NA,Ryger
Kvinde,75,172,39,Ryger
Kvinde,65,172,48,Ryger ikke
Mand,105,183,45,Ryger
Kvinde,70,168,48,Ryger ikke
Kvinde,66,168,44,Ryger ikke
Kvinde,60,177,60,Ryger ikke
Kvinde,50,170,81,Ryger ikke
Mand,74,170,63,Ryger
Kvinde,72,175,21,Ryger
Mand,68,174,85,Ryger ikke
Kvinde,70,167,75,Ryger
Mand,88,187,32,Ryger
Kvinde,70,167,75,Ryger
Kvinde,57,165,80,Ryger
Kvinde,55,167,38,Ryger ikke
Kvinde,69,160,24,Ryger
Mand,80,165,33,Ryger
Kvinde,84,160,67,Ryger
Kvinde,65,170,77,Ryger
Mand,87,186,29,Ryger
Mand,85,180,57,Ryger ikke
Kvinde,53,163,42,Ryger
Kvinde,65,155,55,Ryger ikke
Mand,69,164,45,Ryger
Kvinde,55,162,80,NA
Kvinde,53,167,21,Ryger
Kvinde,60,160,79,Ryger
Kvinde,75,175,66,Ryger ikke
Kvinde,64,165,38,NA
Kvinde,60,167.5,30,Ryger
Mand,80,167,41,Ryger
Kvinde,57,160,71,Ryger ikke
Kvinde,68,165,56,Ryger
Mand,60,183,31,Ryger
Kvinde,96,163,37,NA
Kvinde,55,167,69,Ryger ikke
Kvinde,70,174,43,Ryger
Kvinde,60,157,87,Ryger ikke
Mand,75,NA,35,Ryger ikke
Kvinde,64,169,24,Ryger
Kvinde,57,163.5,28,Ryger
Kvinde,63,162,46,Ryger ikke
Mand,61,172,27,Ryger
Mand,70,171,27,Ryger ikke
Mand,99,195,42,Ryger
Kvinde,49,163,50,Ryger
Kvinde,62,169,32,Ryger ikke
Kvinde,70,167,72,Ryger ikke
Mand,70,178,47,Ryger
Mand,89,190,59,Ryger
Kvinde,48,158,39,Ryger
Mand,82,186,46,Ryger
Kvinde,63,165,37,Ryger
Mand,77,170,43,Ryger
Mand,84,179,41,Ryger
Mand,73,182,35,Ryger
Mand,94,193,27,Ryger
Mand,74,175,67,Ryger ikke
Kvinde,54,158,26,Ryger ikke
Kvinde,70,176,73,Ryger
Kvinde,64,172,20,Ryger
Mand,90,186,27,Ryger ikke
Mand,78,178,52,Ryger
Mand,68,179,26,Ryger
Kvinde,53,156,84,Ryger ikke
Kvinde,46,160,22,Ryger
Kvinde,62,171,32,Ryger ikke
Mand,70,170,28,Ryger
Kvinde,69,158,50,Ryger ikke
Kvinde,55,165,85,Ryger ikke
Mand,82,181,43,Ryger ikke
Mand,65,181,22,Ryger ikke
Kvinde,67,168,37,Ryger ikke
Kvinde,60,169,25,Ryger
Mand,85,172,41,Ryger ikke
Kvinde,55,145,65,Ryger ikke
Mand,52,170,82,Ryger
Mand,94,173,43,Ryger ikke
Kvinde,65,162,38,Ryger ikke
Kvinde,70,175,28,Ryger
Mand,75,181,70,Ryger
Kvinde,58,163,32,Ryger ikke
Mand,79,177,43,Ryger
Kvinde,48,165,27,Ryger
Kvinde,60,161,40,Ryger
Kvinde,77,167,39,Ryger
Kvinde,70,172,45,Ryger
Mand,80,182,27,Ryger ikke
Kvinde,70,180,33,Ryger
Mand,60,165,72,Ryger
Mand,65,180,29,Ryger
Mand,65,172,75,Ryger ikke
Mand,70,180,24,Ryger
Kvinde,60,164,40,Ryger ikke
Mand,65,176,48,Ryger ikke
Mand,81,172,66,Ryger
Kvinde,75,175,21,Ryger
Mand,80,186,21,Ryger ikke
Kvinde,60,167,42,Ryger ikke
Kvinde,56,159,47,Ryger ikke
Kvinde,65,165,30,Ryger ikke
Mand,77,180,32,Ryger ikke
Mand,78,180,31,Ryger ikke
Kvinde,72,165,44,Ryger ikke
Kvinde,69,172,55,Ryger ikke
Mand,85,176,22,Ryger
Kvinde,57,160,40,Ryger
Mand,73,185,27,Ryger ikke
Kvinde,66,168,22,Ryger ikke
Mand,94,186,26,Ryger ikke
Mand,70,168,35,Ryger ikke
Kvinde,75,162,38,Ryger
Kvinde,51,165,23,Ryger ikke
Kvinde,65,167,55,Ryger
Mand,75,186,36,Ryger
Mand,70,169,59,Ryger ikke
Kvinde,65,160,69,Ryger
Mand,77,183,30,Ryger ikke
Mand,91,183,53,Ryger ikke
Mand,84,187,27,Ryger ikke
Mand,64,169,29,Ryger
Kvinde,50,164,24,Ryger
Mand,80,172,43,Ryger
Mand,70,180,32,Ryger ikke
Kvinde,67,167,20,Ryger ikke
Kvinde,59,166,18,Ryger
Kvinde,59,158,27,Ryger
Kvinde,53,161,23,Ryger ikke
Mand,68,188,26,Ryger
Kvinde,60,165,35,Ryger ikke
Mand,90,188,29,Ryger ikke
Kvinde,100,170,49,Ryger ikke
NA,NA,NA,NA,Ryger
Mand,55,162,40,Ryger ikke
Kvinde,57.5,161,18,Ryger ikke
Mand,70,186,34,Ryger ikke
Mand,64,176,60,Ryger
Mand,135,184,51,Ryger ikke
Mand,77,180,41,Ryger
Mand,78,193,27,Ryger
Kvinde,65,177,26,Ryger
Kvinde,83,167,68,Ryger
Mand,65,174,21,Ryger ikke
Mand,75,175,26,Ryger
Mand,103,167,83,Ryger
Mand,141,187,24,Ryger ikke
Kvinde,68,164,75,Ryger ikke
Kvinde,50,160,91,Ryger
Mand,128,170,55,Ryger ikke
Mand,78,171,64,Ryger ikke
Mand,82,178,24,Ryger ikke
Kvinde,80,180,24,Ryger ikke
Kvinde,65,173,34,Ryger ikke
Kvinde,NA,154,50,Ryger
Kvinde,72,175,25,Ryger
Kvinde,70,160,72,Ryger
Mand,90,186,53,Ryger
Mand,91,185,23,Ryger ikke
Kvinde,61,163,30,Ryger ikke
Mand,74,183,24,Ryger ikke
Mand,90,NA,52,Ryger
Kvinde,55,165,29,Ryger
Kvinde,66,164,73,Ryger
Kvinde,NA,160,37,Ryger
Mand,71,177,24,Ryger
Mand,65,180,30,Ryger ikke
Mand,86,181,53,Ryger ikke
Mand,90,180,65,Ryger
Mand,91,180,51,Ryger
Mand,69,185,25,Ryger
Mand,104,177,49,Ryger
Kvinde,112,168,60,Ryger ikke
Kvinde,50,160,42,Ryger
Mand,60,170,47,Ryger
Kvinde,49,168,28,Ryger ikke
Kvinde,60,163,62,Ryger
Mand,82,180,20,Ryger
Mand,95,188,32,Ryger ikke
Mand,72,170,26,Ryger
Mand,75,178,33,Ryger
Kvinde,61,169,26,Ryger ikke
Kvinde,58,152,88,Ryger ikke
Mand,78,171,40,Ryger
Kvinde,65,170,51,Ryger ikke
Kvinde,55,174,24,Ryger
Kvinde,45.5,155,84,Ryger
Mand,84,175,25,Ryger
Kvinde,67,165,64,Ryger ikke
Mand,80,184,53,Ryger
Kvinde,51,157,25,Ryger ikke
Kvinde,56,166,23,Ryger
Kvinde,55,168,53,Ryger ikke
Kvinde,65,172,48,Ryger
Kvinde,58,170,28,Ryger
Mand,78,170,57,Ryger
Kvinde,62,168,33,Ryger
NA,NA,NA,NA,Ryger
Mand,85,181,50,Ryger ikke
Kvinde,47,155,45,Ryger
Kvinde,61,167,19,Ryger
Mand,73,182,39,Ryger
Kvinde,60,160,83,Ryger ikke
Mand,71,178,27,Ryger ikke
Mand,84,180,49,Ryger
Kvinde,56,170,83,Ryger
Kvinde,52,165,28,Ryger ikke
Mand,87,178,48,Ryger ikke
Mand,75,175,50,Ryger
Kvinde,57,160,48,Ryger
Kvinde,70,170,67,Ryger
Mand,92,190,33,Ryger ikke
Mand,76,173,88,Ryger ikke
Mand,60,172,34,Ryger
Kvinde,52,160,34,Ryger ikke
Kvinde,45,158,35,Ryger
Kvinde,71,168,69,Ryger ikke
Kvinde,75,170,45,Ryger
Kvinde,75,NA,45,Ryger
Mand,84,175,68,Ryger
Mand,70,173,26,Ryger ikke
Mand,90,185,30,Ryger
Kvinde,59,171,24,Ryger ikke
Kvinde,75,179,33,Ryger
Mand,73,175,30,Ryger ikke
Kvinde,75,168,56,Ryger ikke
Mand,65,180,28,Ryger
Mand,80,180,46,Ryger
Kvinde,59,173,39,Ryger
Kvinde,62,184,28,Ryger ikke
Kvinde,66,173,23,Ryger ikke
Kvinde,54,161,77,Ryger
Kvinde,65,171,34,Ryger
Mand,83,188,28,Ryger ikke
Kvinde,65,165,20,Ryger ikke
Kvinde,57,157,28,Ryger ikke
Mand,73,178,32,Ryger ikke
Kvinde,62,167,42,Ryger
Kvinde,73,NA,69,Ryger
Mand,90,180,30,Ryger ikke
Kvinde,100,168,32,Ryger ikke
Mand,68,171,25,Ryger
Mand,110,176,26,Ryger
Kvinde,52,165,25,Ryger
Kvinde,50,158,44,Ryger
Mand,73,182,27,Ryger
Mand,70,171,21,Ryger ikke
Mand,95,184,41,Ryger ikke
Mand,67,174,61,Ryger
Kvinde,70,174,24,Ryger
Kvinde,52,158,24,Ryger ikke
Mand,70,187,21,Ryger ikke
Kvinde,70,174,22,Ryger ikke
Mand,70,181,22,Ryger ikke
Kvinde,75,169,25,Ryger ikke
Mand,75,177,47,Ryger
Mand,95,180,27,Ryger
Mand,95,205,24,Ryger
Kvinde,59,175,43,Ryger ikke
Kvinde,45,162,48,NA
Kvinde,61,167,41,Ryger ikke
Kvinde,NA,169,54,Ryger ikke
Kvinde,65,172,36,NA
Mand,72,172,65,Ryger
Kvinde,NA,NA,NA,Ryger ikke
Mand,95,195,20,Ryger
Mand,84,184,61,Ryger
Kvinde,NA,NA,79,Ryger
Mand,80,193,32,Ryger
Kvinde,64,163,47,Ryger
Kvinde,65,152,34,Ryger ikke
Mand,70,181,41,Ryger
Kvinde,68,160,54,Ryger ikke
Mand,92,190,49,Ryger
Mand,66,178,28,Ryger
Mand,60,173,28,Ryger ikke
Kvinde,69,175,32,Ryger ikke
Kvinde,60,163,26,Ryger ikke
Kvinde,80,175,52,Ryger ikke
Mand,86,196,29,Ryger
Kvinde,63,157,29,Ryger ikke
Mand,73,164,73,Ryger ikke
Kvinde,63,155,58,Ryger ikke
Kvinde,53,162,27,Ryger ikke
Kvinde,79,178,23,Ryger
Kvinde,49,150,84,Ryger ikke
Mand,77,192,21,Ryger
Mand,50,170,86,Ryger
Mand,84,178,53,Ryger ikke
Mand,80,181,60,Ryger ikke
Mand,56,174,70,Ryger
Mand,81,190,21,Ryger ikke
Mand,71,186,25,Ryger ikke
Mand,92,189,25,Ryger
Mand,94,194,29,Ryger ikke
Mand,88,183,40,Ryger ikke
Mand,60,177,26,Ryger
Kvinde,54,157,65,Ryger
Kvinde,92,179,18,Ryger ikke
Kvinde,56.4,169,24,Ryger
Kvinde,58,174,38,Ryger ikke
Kvinde,NA,162,38,Ryger ikke
Mand,84,183,26,Ryger
Kvinde,NA,NA,46,Ryger ikke
Mand,85,175,36,Ryger ikke
Mand,78,176,31,Ryger ikke
Kvinde,79,174,28,Ryger ikke
Kvinde,67,168,56,Ryger
Mand,90,187,26,Ryger
Mand,87,179,33,Ryger
Mand,85,178,31,Ryger
Kvinde,55,166,32,Ryger
Mand,110,187.5,21,Ryger ikke
Kvinde,80,170,29,Ryger
Mand,95,177,49,Ryger ikke
Mand,80,187,26,Ryger ikke
Mand,NA,183,23,Ryger ikke
NA,NA,NA,NA,Ryger
Mand,75,180,51,Ryger ikke
Mand,92,188,31,Ryger ikke
Mand,105,189,39,Ryger ikke
Mand,73,174,32,Ryger ikke
Mand,62,171,28,Ryger
Mand,77,185,26,Ryger ikke
Kvinde,60,NA,82,Ryger ikke
Kvinde,53,172,28,Ryger
Kvinde,57,167,47,Ryger ikke
Kvinde,75,177,25,Ryger
Kvinde,57,175,21,Ryger ikke
Mand,120,197,52,Ryger ikke
Kvinde,118,164,53,Ryger
Kvinde,60,167,42,Ryger ikke
Mand,74,178,52,Ryger
Kvinde,55,158,87,Ryger ikke
Mand,85,196,25,Ryger ikke
Kvinde,56,168,23,Ryger ikke
Mand,80,188,28,Ryger ikke
Kvinde,69,164,48,Ryger ikke
Mand,61,177,37,Ryger
Mand,70,186,24,Ryger ikke
Kvinde,56,168,29,Ryger ikke
Mand,95,180,32,Ryger ikke
Mand,85,182,48,Ryger
